Date,Close,High,Low,Open,Volume,Ticker,return_1d,return_5d,return_10d,return_20d,price_vs_ma20,price_vs_ma50,rsi_14,macd,macd_signal,macd_hist,bb_width,atr_14,volume_ratio,volume_trend,price_volume_signal,market_return_1d,day_of_week,month,quarter,target
2019-04-29,48.755409240722656,49.07947642281312,48.57669580139192,48.705367877898986,88818800,AAPL,0.0015174461643561177,0.00039112578869926473,0.028863127696290958,0.07717819914248403,0.020455472900869465,0.08680982944727367,69.55900132884916,1.2111989212744163,1.2888873118798452,-0.07768839060542887,0.08704368090190401,0.014834372698244537,0.9662981295209482,0.14224645695619742,0.0014663053902660538,0.0051272746426730634,0,4,2,1.0
2019-04-30,47.81657028198242,48.46708622241454,47.44484688744978,48.38607033097731,186139600,AAPL,-0.019256098417815615,-0.03282245438404441,0.007227711896596212,0.0493097857210365,-0.0015424132375876365,0.06246784136269423,57.112680561699484,1.0774225471631311,1.2465943589365025,-0.16917181177337137,0.07584302750309926,0.01600295394106696,1.9460259438622478,0.9952364618616816,-0.03747286709863397,-0.0021458657003714855,1,4,2,1.0
2019-05-01,50.16367721557617,51.30505889994742,49.8562880319381,50.01117521030859,259309200,AAPL,0.04908563955449874,0.016219347036083187,0.0565621739196458,0.08504299788257441,0.04318534839616195,0.10996647535181303,71.05614041600853,1.1475672795601852,1.226788943061239,-0.07922166350105386,0.07920901126903457,0.019131901518210183,2.4918371924208556,2.695842787589934,0.12231342225566423,-0.00581766903345528,2,5,2,0.0
2019-05-02,49.83720779418945,50.671203645826886,49.59416019244142,50.00162470097588,127985200,AAPL,-0.006508083926617503,0.018851981511043947,0.029635832976513843,0.07064217018248597,0.032864712730233725,0.09844308742885999,67.75635282292592,1.1634031442101076,1.2141117832910129,-0.05070863908090528,0.07927932807175221,0.01942537223105712,1.2095944025594954,0.7255004529962465,-0.007872141889023953,6.078549331758887e-05,3,5,2,0.0
2019-05-03,50.456764221191406,50.4782089626399,50.0945706099009,50.25183931905875,83569600,AAPL,0.012431603904466515,0.036466115893393436,0.038703121990116385,0.08206858254323213,0.04157448245683715,0.10736558339723246,70.55129961818344,1.2119753099022503,1.2136844886132605,-0.001709178711010173,0.08214411349237706,0.018723786073177994,0.7871747084086335,0.12028998718436812,0.009785844178550059,0.012521530073497733,4,5,2,0.0
2019-05-06,49.67756271362305,49.76334529835149,48.49090665482442,48.6791498523468,129772400,AAPL,-0.015442954370845308,0.018913870014861223,0.019312393505887426,0.058274056019631315,0.022602240808837548,0.08623026851384852,63.13857660056643,1.1740602162094191,1.2057596341324923,-0.03169941792307318,0.0796007226721338,0.02048567711744082,1.1911485995795397,0.4610915707034997,-0.01839485347220312,-0.0022881336922845443,0,5,2,0.0
2019-05-07,48.33841323852539,49.42499041337888,47.854695800035216,49.05803373574075,155054800,AAPL,-0.02695682722635706,0.010913433428319408,-0.022267226626599412,0.013793017373959993,-0.005636946677712085,0.0538050441129343,52.85938789705735,1.0241483161151237,1.1694373705290186,-0.14528905441389495,0.07788831992571102,0.022243013270737688,1.3903307351407341,-0.16699724292950024,-0.03747890541468277,-0.01984499404595353,1,5,2,0.0
2019-05-08,48.34794235229492,48.92935733960514,48.073916525359294,48.109657759852,105358000,AAPL,0.0001971333589811941,-0.036196207376867684,-0.020563939189619962,0.017042478163570074,-0.006268986990643488,0.050893448269127006,52.918126812739935,0.8957849240785194,1.114706881238919,-0.21892195716039953,0.07535736386275936,0.02191397202612989,0.9609629659221981,-0.5936974083449411,0.00018943785732877368,-0.002428177858242492,2,5,2,0.0
2019-05-09,47.82848358154297,48.05723475366527,46.86104872008744,47.75223076687932,139634400,AAPL,-0.01074417535635408,-0.040305713372663754,-0.022213574424910787,0.000498495695277823,-0.01696988186146564,0.03682612012283659,49.31102815837973,0.7435686332311278,1.0404792316373608,-0.296910598406233,0.07526601548885495,0.022790266714437145,1.243620002030627,0.09101989917584219,-0.013361671378486473,-0.0043537862106750366,3,5,2,0.0
2019-05-10,47.1659049987793,47.56537602832093,46.11102569153266,47.22331486139337,164834800,AAPL,-0.013853221619164247,-0.06522136869470474,-0.031133622790858184,-0.00507958834461153,-0.03034805838637955,0.019850896072262314,45.08923085358281,0.5629818673241758,0.9449797587747238,-0.3819978914505481,0.07674331521262086,0.024060613512235235,1.4168103090383901,0.9724253795638604,-0.019627387203425405,0.0030205777443507386,4,5,2,0.0
2019-05-13,44.42464065551758,45.32403977104099,43.73813138927743,44.90065443085275,229722400,AAPL,-0.05811961719663106,-0.10574033368720326,-0.08882642259902995,-0.0625271032810194,-0.08391370773226459,-0.04055598265607019,32.63877240654391,0.19640440377707336,0.7952646877751938,-0.5988602839981204,0.10626273601011636,0.02923200999318033,1.8787178138404084,0.7701945868304816,-0.1091903601608961,-0.032041316816124515,0,5,2,1.0
2019-05-14,45.12789535522461,45.37666407819567,44.35048807727735,44.589690316645736,146118800,AAPL,0.01583028448469137,-0.06641752734949147,-0.056228937184374383,-0.04940763184599861,-0.06715581527702641,-0.02672372851806115,37.413407980558105,-0.036938298498611744,0.6288240905204328,-0.6657623890190445,0.12153050755804923,0.0283452426464279,1.1589851673744742,-0.05763123747217114,0.01834706491307557,0.009248984328510118,1,5,2,1.0
2019-05-15,45.6684799194336,45.86701816748591,44.4963906935112,44.55619123871001,106178800,AAPL,0.011978944729280627,-0.05542040265823511,-0.08961060164757584,-0.038116998163364335,-0.05421227391752681,-0.01669462048273107,40.8822446626966,-0.17621215073213392,0.4678168422699194,-0.6440289930020533,0.13041640481121394,0.028152775295366084,0.8410572378474648,0.007790580686801274,0.01007497816633621,0.007677129388628934,2,5,2,0.0
